track_id,track_name,artists,track_genre,popularity,energy,tempo,valence,intensity
6JmYFFgDAZA69GgDfLfHkP,Closer to Me,Lack Of Afro;Roxie Ray,afrobeat,22,0.902,111.925,0.893,{1}
5sS5Jqw2h7WFw5yWVk3kPr,Count It,Jor'dan Armstrong,afrobeat,21,0.858,100.04,0.55,{1}
60KZzvMOCeuDMwT8yVp84N,El Sirenito,Plastilina Mosh,afrobeat,23,0.898,92.953,0.875,{1}
3Wgg2Se9D2QL9I3oR8GUy8,Mizin,Ebo Taylor,afrobeat,22,0.841,106.477,0.891,{1}
01zkbVsJQrtL1kwefeULG8,El Que Te Quiere Te Quiere,Juanafé,afrobeat,21,0.904,93.94,0.783,{1}
3VhI9Y8WXoKSME4BBgUnWx,Ora Iê Iê O,Metá Metá,afrobeat,21,0.815,106.068,0.964,{1}
6btBxRX5cmgzNw2uCNUU2K,Old Engine Oil,The Budos Band,afrobeat,40,0.91,92.94,0.322,{1}
7E1qzc9yPdkNnwcrsDc2K2,Amoureux,Ilover,afrobeat,20,0.859,82.069,0.867,{1}
6tkSDxoNHMQ6eoeJGB2Q22,Bra,Cymande,afrobeat,47,0.769,117.733,0.891,{1}
62vanxxd2ya187PcF6Pc59,KNUCKLEHEAD,The Sound Stylistics,afrobeat,21,0.897,113.784,0.942,{1}
5utbwhNY1zcrYkqEFWvMkx,Sniffin' & Snatchin',The Soul Snatchers,afrobeat,21,0.862,106.052,0.682,{1}
0ln5lNsSNM69EJSUjxZEIE,Posed To Be - Instrumental,Breakestra,afrobeat,21,0.864,104.356,0.687,{1}
50Jrmqeu2Ko23HjJygRjbU,Femme africaine,Star Feminine Band,afrobeat,21,0.834,113.778,0.871,{1}
7HGpejbjHQb4WE5VFKuAfm,The Proposition,The Budos Band,afrobeat,21,0.905,97.327,0.579,{1}
6kChpaCoPoh7WY84iSpWk9,Story,Greatman Takit,afrobeat,20,0.849,106.873,0.808,{1}
5MYEsQRQLp9H82wBUHq8cP,Burundanga,Los Amigos Invisibles,afrobeat,22,0.914,109.998,0.727,{1}
6vCaE0f8dWkjgytfnTka9v,Mark of the Unnamed,The Budos Band,afrobeat,21,0.797,114.822,0.795,{1}
6wWH1NP5tx5nogRyrD4EbT,Instant Coffee (feat. Kyle Hollingsworth),Euforquestra;Kyle Hollingsworth,afrobeat,19,0.777,101.941,0.792,{1}
29CBLtJrvyVxdJ41seRiZp,You Mess Me Up,The New Mastersounds,afrobeat,22,0.995,98.171,0.921,{1}
3tAJQ21Hp60pa9qImKcjOl,Mandjou,Voilaaa;Lass,afrobeat,19,0.801,116.017,0.908,{1}
1QmgrcZquzAfW1OMALh1yb,Conga - Remastered,Lafayette Afro Rock Band,afrobeat,19,0.83,119.099,0.602,{1}
36aaYsnvpWRGRByxTOdRhF,Malaria,Ondatrópica,afrobeat,21,0.798,109.897,0.906,{1}
6kWy9wZQbKVT7nmn9VWSjF,Back in Business,Lack Of Afro;Wax;Herbal T,afrobeat,21,0.925,116.057,0.898,{1}
5Vmk3HHkPcatdSUHdrSwzk,Afroman,Plastilina Mosh,afrobeat,23,0.883,104.159,0.783,{1}
3tFS1lOvSjabTFmOPTNifs,Cash and Carry - Remix,BANTU;Megaloh;Ghanaian Stallion,afrobeat,19,0.814,114.886,0.784,{1}
19AnofCWfqlq9Hh36CLxpI,Nothing Can Stop Us,Soothsayers,afrobeat,18,0.758,111.038,0.911,{1}
0tXQlZrIM2qHF1TpUYtZ5Z,Asi No Se Puede Muchaches,Romperayo,afrobeat,19,0.885,112.01,0.832,{1}
1NdstGJRxpP8qhiYzfJTBX,Evolui (Bem Aventurados),OQuadro,afrobeat,19,0.772,93.521,0.922,{1}
1QaPhw2LrjGzkNtqgl3klY,Vuela Junto a Mí,Newen Afrobeat,afrobeat,18,0.904,100.045,0.85,{1}
6351i7WOJI5fYE74IJFksw,Canoeiro (vinheta),Afrocidade;Nildes Bomfim,afrobeat,19,0.92,110.488,0.4,{1}
0s6ISXTrjKbtUM6dO5KXo8,Chicha Negra,Money Chicha,afrobeat,19,0.853,97.222,0.937,{1}
2t6XaEhrYLYP6ysVveqiFr,Nowa - Radio Edit,The Bongo Hop;Maikcel,afrobeat,19,0.919,99.906,0.96,{1}
63PxVRm13C7DunBBLlxJVo,Che Revolution (feat. La Dame Blanche),El Hijo De La Cumbia;La Dame Blanche,afrobeat,19,0.919,109.022,0.155,{1}
4IjqZHdMBD6hAGSSNcAWZc,Só,Samuca e a Selva,afrobeat,19,0.84,112.081,0.734,{1}
01WVTVy1SxkOJ9wtwSioWL,Only Now - Bosq Remix,Warsaw Afrobeat Orchestra;Bosq,afrobeat,18,0.917,108.991,0.747,{1}
4fYTQfOVDBxlPrugtBgtIt,Fiesta de Locos,Calle 13,afrobeat,21,0.922,105.085,0.712,{1}
0TRn6e7Sh2xxivVePHv0J0,Encendedor,Plastilina Mosh,afrobeat,21,0.855,107.859,0.816,{1}
622TQRdxU1ELBgpEkkn1SS,On the Border,The New Mastersounds,afrobeat,20,0.934,102.038,0.879,{1}
64SXxSKy3ZIKuGk5vyve7Z,The Waddle,Lefties Soul Connection,afrobeat,20,0.837,86.177,0.813,{1}
1goimUATGsvwX5d6aXYSOV,Let Jesus Row,J Prince,afrobeat,18,0.83,113.985,0.809,{1}
7dEpUFOczDDfWP4FekfocW,Beetham Highway Ride,Bacao Rhythm & Steel Band,afrobeat,18,0.758,96.293,0.902,{1}
3cgDIBKGbvEhdWbDsofQzB,Chalupa,Jungle Fire,afrobeat,17,0.808,116.886,0.931,{1}
07TdcTMx1hzMh3jWXVdZT1,The Ghost,The Bamboos,afrobeat,19,0.763,99.022,0.713,{1}
00Ys2R4wKqpKbGMgpZBirL,Rusty,Lack Of Afro,afrobeat,20,0.973,100.403,0.898,{1}
1thso08cTysSSnNaYPVo0D,Cumbia Del Sol,Thee Commons,afrobeat,18,0.914,96.243,0.944,{1}
4Q9ZdYqNIF1UhxKsrDkitE,Imensidão,Samuca e a Selva,afrobeat,18,0.803,108.015,0.791,{1}
1TdaQqgKRbiFdO15q1kv6e,La Que Me Gusta,Los Amigos Invisibles,afrobeat,71,0.833,100.005,0.549,{1}
0kJg1vDAXOvuPUe4bLii7F,I Don't Wanna Stop,The Bamboos,afrobeat,50,0.775,93.241,0.962,{1}
6bsVfiqCFmdUJk0GtGd0R5,Un Beso de Desayuno,Calle 13,afrobeat,20,0.854,84.894,0.786,{1}
4bsl2cD0lDdXcZ0PZkz1J7,Love Like This - 45 Edit,Bacao Rhythm & Steel Band,afrobeat,18,0.837,101.494,0.969,{1}
6J2iYZyg1msLFo37600hLs,Thunderbird,Whitefield Brothers,afrobeat,18,0.978,94.391,0.744,{1}
6arJwZcEnNDWG4La4Rs0zl,Nasty Hats,Orgone,afrobeat,19,0.82,93.978,0.962,{1}
5ye2faNgoLNjbtxQfJqCys,Obatalá,Abayomy Afrobeat Orquestra,afrobeat,17,0.773,93.111,0.469,{1}
4Ygli0ds2PASXt19mG4j8m,Arepa 3000,Los Amigos Invisibles,afrobeat,20,0.877,110.111,0.911,{1}
3Rx4fQLLlupxqm3inilnhd,Pull Me Through,Jor'dan Armstrong;Tim Bowman Jr.,afrobeat,19,0.754,118.091,0.543,{1}
6BOncpUpOAP1kKJO13gOkA,My Baby's Cheating - I Sure Got the Feeling,The Bamboos,afrobeat,19,0.947,101.628,0.805,{1}
38raqcTQ3GEuJ48yBWoJaX,Karma Sutra,Orgone,afrobeat,19,0.949,98.336,0.963,{1}
0y3MztD4t3mIPJdKTzYI2Z,P.D.T.N. (Prostituto de Transnacional),Newen Afrobeat,afrobeat,18,0.777,105.052,0.425,{1}
7qGrjVQQmh6blinO4DyK3c,Lady,Fela Kuti,afrobeat,18,0.858,106.693,0.536,{1}
1AkJ0KWEvJaziCj9XIdt1v,Cumbia da Simone,Manoel Cordeiro,afrobeat,18,0.777,114.014,0.782,{1}
0OZt04ueuAb8LlRdyqY6BP,Love Thy Neighbour,Orlando Julius;The Heliocentrics,afrobeat,19,0.93,108.168,0.699,{1}
3wbqAY2w7UZCHbDyqn1ycV,Taking Me Down,The New Mastersounds;Jeff Franca;Lamar Williams Jr.,afrobeat,20,0.854,95.026,0.782,{1}
4eJR8xYDtn8EhS3yUD8S3F,Cumbia Espacial,Ondatrópica,afrobeat,20,0.859,91.263,0.754,{1}
4HkGf5ZzUMMtN3bgZRGxhh,Pornoshop,Plastilina Mosh,afrobeat,21,0.822,103.05,0.601,{1}
5rJSFuBV3QBGTrywHJt5sA,Coconut,Manu Dibango,afrobeat,44,0.84,113.623,0.955,{1}
1r3UZRusrbX8rz9YdWj6rx,Yakuba,Whitefield Brothers,afrobeat,18,0.946,90.73,0.911,{1}
6ysVxh7xhytlvlawdKCklQ,Amor,Orquestra Voadora,afrobeat,18,0.875,104.925,0.626,{1}
18OzYEBhFuusiRbvkhf6Zl,Make the Road By Walking,Menahan Street Band,afrobeat,51,0.76,90.847,0.902,{1}
5gDTvqxpIAAAXLIUPYKsTM,Eledumare,Limoblaze,afrobeat,17,0.854,103.018,0.816,{1}
2Szjsv5SLiGyCPAraUnNvk,Ketan,Gyedu-Blay Ambolley,afrobeat,17,0.823,104.967,0.508,{1}
7dUyPK22oxzTZ6NQKj1t4N,Lucro/Descomprimindo,BaianaSystem,afrobeat,19,0.825,100.04,0.68,{1}
3hefAnE3N74TyKr9IB5LRf,Back At The Boathouse,Breakestra,afrobeat,18,0.925,98.51,0.761,{1}
3mDXkZA0M9fmPU74QhmbgT,No Les Creeré,Newen Afrobeat,afrobeat,18,0.829,117.714,0.834,{1}
4JiXeUJqbIroO8Llxgjxwg,Tomahawk,The Budos Band,afrobeat,19,0.85,110.897,0.684,{1}
1ckR3uxg55MdmCJPL2vWrT,Esto Es Lo Que Hay,Los Amigos Invisibles,afrobeat,20,0.789,104.178,0.312,{1}
4ApDoilVOSDv95B0pssAHy,Jonaz Goes to Hollywood,Plastilina Mosh,afrobeat,21,0.925,102.52,0.396,{1}
5RfNONcEtbhBEGwAiDjoEv,A Pesar La Vida,Ocote Soul Sounds;Chico Mann;Quantic,afrobeat,18,0.753,99.876,0.456,{1}
672sXt55h2Ol2MTcbKR5Sw,Groovy Flute,Manu Dibango,afrobeat,47,0.845,104.653,0.965,{1}
5x790rgT6jBLWKiWo2EeKU,Coconut Rock,Ocote Soul Sounds,afrobeat,16,0.904,88.001,0.762,{1}
2dm8zEG6pMfPJH6OffiHFJ,Tempos Insanos,Maga Bo;BNegão,afrobeat,18,0.889,99.926,0.557,{1}
2dowoN9yWHcP9yuOSbVSBm,Sol Walk,Whitefield Brothers,afrobeat,18,0.933,115.711,0.863,{1}
3yPZQKUWJp0iQxCkAh3hoM,Manu écoute ça...,Voilaaa,afrobeat,17,0.776,118.019,0.907,{1}
4YXbgyrVTrEiYyDZglyhLt,"Soul Buster, Pt. 1",The Mighty Imperials;Joseph Henry,afrobeat,17,0.968,105.657,0.88,{1}
68B0UiX7JPWB8YKEDMK7ru,Cumbia Regional,El Hijo De La Cumbia,afrobeat,17,0.887,109.957,0.592,{1}
1udcRyPUJr8B8N7hAE1Sdm,Masturbation Session,Los Amigos Invisibles,afrobeat,20,0.822,117.971,0.86,{1}
1PphwDVGRYmR7tGMvdsfo5,Burnt Back,The New Mastersounds,afrobeat,19,0.903,111.801,0.843,{1}
4BPfhlDv2iYWwpFgaBf4yO,Electro Movimiento,Calle 13,afrobeat,19,0.86,109.966,0.534,{1}
6v3BRYhBazEhyhm6FeKXL2,Come y Calla,Newen Afrobeat,afrobeat,17,0.857,97.01,0.845,{1}
6cLtKtakegCY6n7iepcLYJ,Love and Death,Ebo Taylor;Uhuru-Yenzu,afrobeat,18,0.92,108.979,0.811,{1}
5SdeTZrJw0QKJ2J7H1afi7,Man Feriman,Metá Metá,afrobeat,18,0.76,109.977,0.359,{1}
2WcN7sgqqFNZMiMEeLvE3A,Thank You,TB1,afrobeat,39,0.808,115.011,0.912,{1}
44kT6XsCkSGb9wNQ5qGXvg,Comencemos (Let's Start),Jungle Fire,afrobeat,44,0.903,111.84,0.913,{1}
4I6a6PjNI9RGVt402sTeqh,He Turned It,Becca Folkes,afrobeat,17,0.872,97.0,0.585,{1}
4CuXyFGGXns7BvvYYCaWA0,Omega,Greyboy,afrobeat,19,0.876,108.383,0.894,{1}
3PBZeQmbywJVKdlRBzSg2C,"Abyssinian Suite, Pt. 4",The Shaolin Afronauts,afrobeat,41,0.762,110.086,0.867,{1}
342MrQja9hV0VipxM0iuNr,É da Nossa Cor,Maga Bo;Mestre Camaleão,afrobeat,17,0.873,116.968,0.771,{1}
46XxyeE0hOs9RVJWihUZiu,Culebro,Jungle Fire,afrobeat,16,0.871,118.497,0.91,{1}
6jxGGknzB1s1fnCKvRt2NC,Nubes (feat. Shigeto),Niña Dioz;Shigeto,afrobeat,19,0.855,115.0,0.527,{1}
1CmiXotreN0ISdnfH5an5C,The Viking,Ikebe Shakedown,afrobeat,16,0.967,110.103,0.755,{1}
6c5flx9Sfv7qCFlx1aVPSG,Ewa,Tony Allen,afrobeat,17,0.884,112.976,0.19,{1}
1qDozvANiff3iPglEdPJub,Woman To Man,Tony Allen;Ty,afrobeat,17,0.801,115.028,0.724,{1}
20YRsH03UqJH37NLydGdgo,Ise Nla,Tony Allen,afrobeat,18,0.907,110.0,0.962,{1}
2ECHfbGbzm8gTFBAqUMZUw,E Nan Mian Nuku,El Rego;Kill Emil,afrobeat,17,0.877,97.985,0.866,{1}
73YJWP6w5D84mED9wQodIE,Chileshe,Hugh Masekela,afrobeat,17,0.85,88.955,0.443,{1}
5gXeGIJCGNycRlkoBIpBeJ,Must Reach,J Prince,afrobeat,17,0.778,100.009,0.613,{1}
34Qr17Bzt50nD101GsIsh8,Chori 95,Morbo y Mambo,afrobeat,17,0.821,95.93,0.519,{1}
6DBqULxLjq66GX2dim7opR,The Outsider,Lack Of Afro,afrobeat,49,0.838,112.608,0.456,{1}
2J151Q4dYeMJ4y4scrmrjE,Puerta del sol,Los Pirañas,afrobeat,16,0.856,103.748,0.929,{1}
3yTF02CGqSPhca4sRk2rsw,Upside Down,The Daktaris,afrobeat,16,0.807,113.893,0.754,{1}
2a4pTooehkmiD7hQ5DeyC5,Soul Saxes Meeting,Manu Dibango,afrobeat,17,0.826,102.809,0.731,{1}
1aAnuZ5RNefagXxjdmu4FI,It's What You Do,Orgone,afrobeat,17,0.811,109.133,0.914,{1}
56YQC28RHtv9Wc5x3NCmYd,Knocking on Your Door,Edem Evangelist,afrobeat,16,0.769,98.031,0.896,{1}
3lG4iaJtEhwBusaLw4vEkG,Ariwoko,Chico Mann;Captain Planet,afrobeat,16,0.837,81.997,0.922,{1}
4lazLusb1ZU7Fu4AkS8R0B,Quémalo,Jungle Fire,afrobeat,16,0.893,95.437,0.504,{1}
7KDiI2Q1pJnZoTpGl7r50f,Jorge de Capadócia,cacique'97,afrobeat,16,0.818,114.989,0.934,{1}
3o3cy8oFHup3b095QElRsS,Locataire,Vaudou Game,afrobeat,16,0.872,118.904,0.89,{1}
6lBeSL3pBNopVHTTDorpAj,Blanket,Joshua Ali,afrobeat,18,0.865,99.972,0.957,{1}
6IriiwxCgBRs9XvGEl5BQa,Happy Beat,Mandrill,afrobeat,17,0.823,107.857,0.812,{1}
3nOwK6G0VCRpthKj5Epcuh,Skaramouche,São Paulo Ska Jazz;Zem Audu,afrobeat,17,0.917,101.821,0.394,{1}
0A496x5Uwuivwvive8jEsl,Bouncing Bona,Dele Ojo,afrobeat,16,0.776,116.388,0.842,{1}
2XVK8GPDyGb5dp3r72CyKn,Not Another Drop (Reprise),Ikebe Shakedown,afrobeat,16,0.752,105.512,0.939,{1}
